periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,NUT_PLW screened for acute malnutrition By status Pregnant,NUT_PLW screened for acute malnutrition By status lactating,NUT_Pregnant Women De-Wormed default,NUT_SAM at Beginning of the Month default,NUT_Newborns < 2500 gm default,NUT_MAM at Beginning of the Month default,NUT_Live Births Weighed default,EthioYear,month_name,year_gc,region,EthioMonth,Season,NUT_Children_Weighted_GMP,NUT_Pregnant_Women_IFA_90plus,NUT_SC_Children_TransferredOut,NUT_SC_Children_NonRespondent,NUT_SC_Children_Exit,NUT_SC_Children_Died,NUT_SC_Children_Cured,NUT_SC_Children_Defaulted,NUT_Children_VitaminA,NUT_Children_Dewormed,NUT_Adolescent_Underweight,NUT_SAM_Beginning_SC,NUT_SC_Children_Stabilized,NUT_Children_With_SAM_SC,NUT_SAM_Exits_Total,NUT_SAM_Cure_Rate,NUT_SAM_Mortality_Rate,NUT_MAM_Exits_Total,NUT_MAM_Cure_Rate,NUT_MAM_Mortality_Rate,NUT_PLW_Screened_Total,NUT_PLW_MAM_Rate,NUT_Children_VitaminA_Total,NUT_Children_Admitted_Total,NUT_PLW screened for acute malnutrition By status Pregnant_smoothed,NUT_PLW screened for acute malnutrition By status lactating_smoothed,NUT_Pregnant Women De-Wormed default_smoothed,NUT_SAM at Beginning of the Month default_smoothed,NUT_Newborns < 2500 gm default_smoothed,NUT_MAM at Beginning of the Month default_smoothed,NUT_Live Births Weighed default_smoothed,NUT_Children_Weighted_GMP_smoothed,NUT_Pregnant_Women_IFA_90plus_smoothed,NUT_SC_Children_TransferredOut_smoothed,NUT_SC_Children_NonRespondent_smoothed,NUT_SC_Children_Exit_smoothed,NUT_SC_Children_Died_smoothed,NUT_SC_Children_Cured_smoothed,NUT_SC_Children_Defaulted_smoothed,NUT_Children_VitaminA_smoothed,NUT_Children_Dewormed_smoothed,NUT_Adolescent_Underweight_smoothed,NUT_SAM_Beginning_SC_smoothed,NUT_SC_Children_Stabilized_smoothed,NUT_Children_With_SAM_SC_smoothed,NUT_SAM_Exits_Total_smoothed,NUT_SAM_Cure_Rate_smoothed,NUT_SAM_Mortality_Rate_smoothed,NUT_MAM_Exits_Total_smoothed,NUT_MAM_Cure_Rate_smoothed,NUT_MAM_Mortality_Rate_smoothed,NUT_PLW_Screened_Total_smoothed,NUT_PLW_MAM_Rate_smoothed,NUT_Children_VitaminA_Total_smoothed,NUT_Children_Admitted_Total_smoothed,NUT_Modere_Malnutrition,NUT_Severe_Malnutrition,NUT_TOT_<5_Screened_for_malnutrition,prevalance_acute_malnutration,Acute malnutration rate,IPC_AMN_class,SAM_Rate,IPC_AMN_class_SAM,GPP_mean_ec
201208,Miazia 2012,201208,moBiwh9h5Ce,Gambella Region,1056252,234.4725,194.12,53.0,39.8475,5.0,30.26,188.0,2012,Miazia,2020,Gambella,8,Belg,760.0,480.0,4.0925,0.11,19.905,0.13,21.755,2.105,53.0,65.0,2.08,55.315,22.3525,39.065,13.25,0.8868001196903491,0.001966479361646013,13.1225,0.9029289890443082,0.0030359477124183003,3569.0,0.15522555337629587,53.0,43.8725,210.57000000000002,208.71,54.0,37.905833333333334,12.333333333333334,23.0925,199.66666666666666,1321.3333333333333,533.0,3.7225,0.11499999999999999,17.879166666666666,0.14333333333333334,21.76,2.098333333333333,83.0,73.66666666666667,1.0491666666666666,49.387499999999996,21.540833333333335,39.13833333333333,12.775833333333333,0.8923197411404082,0.002007617243890015,17.429166666666667,0.9018559116561691,0.0024997370595747875,3867.0,0.18742625240444732,82.33333333333333,45.86750000000001,223.79500000000002,129.80666666666667,20564.479666666666,353.6016666666667,1.7194778199996277,Minimal (0-3%),0.006312178512207757,Minimal (0-0.5%),0.036812
201208,Miazia 2012,201208,b9nYedsL8te,Harari Region,1056249,420.31,443.7525,105.0,66.01,98.0,75.27,869.0,2012,Miazia,2020,Harari,8,Belg,2344.0,631.0,14.615,0.135,45.8725,1.555,29.355,4.24,2281.0,1559.0,2.1975,72.46,31.395,56.475,13.7925,0.8688393496080126,0.004275512081056366,11.9075,0.8964886055734711,0.002008864848621441,765.0,0.10326797385620914,2275.0,93.14,464.77500000000003,410.28583333333336,135.66666666666666,75.87,89.33333333333333,76.50416666666666,839.0,3318.6666666666665,900.6666666666666,16.81083333333333,0.17166666666666666,47.08833333333333,1.555,28.365,4.203333333333333,3379.0,2268.3333333333335,2.7175,72.52166666666666,32.04333333333333,56.23333333333333,21.834999999999997,0.8552536866808929,0.005053778604669538,11.423333333333332,0.900131959620578,0.0008944356797636041,1021.0,0.10913542879873984,3383.6666666666665,105.44333333333333,280.29333333333335,133.3475,16524.739,413.6408333333334,2.5031610685853094,Minimal (0-3%),0.008069567694836207,Minimal (0-0.5%),0.028199075
201208,Miazia 2012,201208,XU2wpLlX4Vk,Oromia Region,1056258,32.155,39.5525,34157.0,0.885,1308.0,0.43,59507.0,2012,Miazia,2020,Oromia,8,Belg,918070.0,100554.0,0.02,0.0,0.0,0.0,0.0,0.0,622645.0,403206.0,0.025,0.0425,0.0,0.0,0.04,0.9256309603433478,3.6231884057971017e-06,0.0,0.9879019187977128,0.00018538448990630815,652101.0,0.22524271546892277,623699.0,1.9575,35.788333333333334,47.79333333333333,36836.0,0.8883333333333333,1431.0,0.16666666666666666,62466.333333333336,957951.3333333334,113054.33333333333,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,702334.3333333334,451953.0,0.008333333333333333,0.018333333333333337,0.0,0.0,0.075,0.924344737989387,1.0730508945953463e-05,0.0,0.9881060022035223,0.0001846544885864824,686621.6666666666,0.22224781694576645,687840.6666666666,2.0416666666666665,40261.620833333334,7229.8025,12124.0,47491.42333333333,391.71414824590346,Extremely Critical (>=30%),0.5963215522929726,Alert (0.5-1%),0.035277975
201208,Miazia 2012,201208,xNUoZIrGKxQ,Sidama Region,1063606,310.1333333333334,221.85,3067.0,25.19,262.0,23.87,8884.0,2012,Miazia,2020,Sidama,8,Belg,106633.0,13898.0,2.4025,0.055,1.3725,0.005,3.29,0.0,55367.0,112667.0,0.43,2.7125,7.5775,0.835,4.99,0.8334334480032772,0.0014835358112401677,3.2475,0.985331401662879,0.00017094017094017097,60210.0,0.100182693904667,55203.0,21.5775,372.24861111111113,331.7375,3214.6666666666665,68.3575,152.0,59.79750000000001,8737.666666666666,110252.33333333333,14055.333333333334,7.760000000000001,0.08,30.355833333333333,0.9991666666666666,21.16,3.2300000000000004,55956.0,64990.666666666664,0.5591666666666667,65.02916666666667,32.65583333333333,44.5,25.44666666666667,0.8424684378516871,0.0007511083980949108,8.0625,0.9560152167252681,6.413697234953274e-05,65048.666666666664,0.09277338108320692,55912.333333333336,91.60666666666667,4596.781666666666,886.5249999999999,1194.5927916666667,5483.3066666666655,459.0105268437532,Extremely Critical (>=30%),0.7421148078109042,Alert (0.5-1%),0.040182999999999996
201208,Miazia 2012,201208,PCKGSJoNHXi,Somali Region,1056250,323.6375,372.995,4497.0,19.9375,312.0,61.85,4649.0,2012,Miazia,2020,Somali,8,Belg,3897.0,8080.0,0.8225,0.0,1.9075,0.0,3.1175,0.0,15080.0,12920.0,1.5075,1.725,8.5825,0.73,7.0625,0.9063070251929034,0.0012086649497842945,9.1625,0.9502170717543664,0.00023653316662351184,37411.0,0.3379754617625832,15165.0,33.21,626.7366666666667,532.3325,4436.666666666667,25.6725,355.0,71.33749999999999,4600.0,5737.333333333333,9018.333333333334,1.38,0.2683333333333333,2.095,0.18666666666666668,3.983333333333334,0.0,34054.333333333336,21661.666666666668,1.0508333333333333,2.1325000000000003,5.134166666666666,0.4916666666666667,7.6191666666666675,0.8847044451304732,0.0020883552701931297,9.49,0.9674254033977223,0.0025114439717460937,46679.666666666664,0.3584823318085637,34368.666666666664,40.259166666666665,3268.304166666667,1031.455,3290.0971396011396,4299.759166666667,130.68790932987253,Extremely Critical (>=30%),0.31350290165750055,Minimal (0-0.5%),0.018750475000000003
201208,Miazia 2012,201208,a2QIIR2UXcd,South Ethiopia Region,1084722,51.348333333333336,57.3575,3948.0,0.545,324.0,1.79,13222.0,2012,Miazia,2020,South Ethiopia,8,Belg,198192.0,21414.0,0.0,0.0,0.0,0.0,0.0,0.0,73336.0,50509.0,0.0,0.0,0.0,0.0,0.06,0.9932511670691038,2.1321961620469083e-05,4.9125,0.995867946351061,0.0,133316.0,0.22076119895586427,72684.0,2.4225,372.45416666666665,379.8183333333334,4112.666666666667,10.88,260.3333333333333,12.350000000000001,13559.333333333334,205328.0,23762.0,0.4208333333333334,0.08750000000000001,0.915,0.008333333333333333,0.5766666666666667,0.0,82733.33333333333,60736.333333333336,0.11666666666666668,0.6841666666666666,0.0025,0.0,2.433333333333333,0.9742986219241856,7.107320540156361e-06,5.01,0.9976797506122915,0.0,137266.66666666666,0.22925120250900324,82653.33333333333,11.175000000000002,13382.355,2060.1683333333335,1285.6834722222222,15442.523333333333,1201.113934104007,Extremely Critical (>=30%),1.6023915511431934,Serious (1-3%),0.039315425
201208,Miazia 2012,201208,HIlnt7Qj8do,South West Ethiopia Region,1065977,231.4,146.5575,1560.0,17.11,39.0,11.0825,3029.0,2012,Miazia,2020,South West Ethiopia,8,Belg,58072.0,6386.0,0.825,0.005,1.56,0.0,3.0125,0.0,17021.0,10801.0,0.08,1.6925,7.7675,0.73,7.265,0.8930323443324595,0.0011798433887602966,2.3875,0.9739226269319146,3.665689149560117e-05,14736.0,0.10253800217155266,16933.0,27.3825,141.00833333333333,140.84916666666666,1693.3333333333333,6.428333333333334,43.666666666666664,4.5775,3424.6666666666665,57510.666666666664,6831.666666666667,0.6283333333333333,0.13499999999999998,1.25,0.008333333333333333,3.3674999999999997,0.13833333333333334,19005.666666666668,15522.333333333334,0.02666666666666667,0.8908333333333333,8.99,0.7425,2.6066666666666665,0.8937283480732248,0.0018764138081107252,17.18166666666667,0.9767253428424293,0.001750526092042186,15500.666666666666,0.08397825161515841,19067.666666666668,11.330833333333333,2330.091666666667,623.3983333333334,0.0,2953.4900000000007,32.660544031288076,Extremely Critical (>=30%),0.08143423457689444,Extremely Critical (>=5%),0.051684425
201208,Miazia 2012,201208,Gmw0DJLXGtx,Tigray Region,1056251,160.4441666666667,190.4375,6546.0,21.8825,629.0,30.1025,11776.0,2012,Miazia,2020,Tigray,8,Belg,181608.0,12530.0,0.0825,0.0,0.135,0.0,0.0,0.0,66760.0,44315.0,0.1975,0.005,0.0,0.0,4.22,0.8486331895701796,0.0006435131967477431,4.255,0.9946122401517209,0.0,82229.0,0.28945992289824757,66901.0,19.4625,1062.4933333333333,1210.3125,7591.666666666667,478.2366666666667,610.0,145.76500000000001,11945.333333333334,197601.66666666666,15301.0,16.928333333333335,0.11083333333333334,54.72,2.8058333333333336,38.81333333333333,3.4033333333333338,80248.66666666667,49238.666666666664,51.324999999999996,83.615,46.781666666666666,80.42166666666667,154.09,0.8582710259918205,0.0011512316406940175,34.58083333333334,0.9622492701812169,0.0004484714576462741,89883.33333333333,0.2975686826296133,80364.66666666667,317.7275,7324.4875,1423.5083333333332,1265.4056481481484,8747.995833333334,691.319486848786,Extremely Critical (>=30%),1.1249422945255219,Serious (1-3%),0.0077379250000000005
201209,Ginbot 2012,201209,b3aCK1PTn5S,Federal Ministry Of Health,1000750,51.265,101.985,98756.0,8.175,6186.0,5.5625,164479.0,2012,Ginbot,2020,Addis Ababa,9,Belg,2437693.0,289471.0,0.015,0.035,0.0,0.015,0.015,0.0,2024984.0,1406311.0,0.92,0.08,0.085,0.0,4.2025,0.9919523809523811,0.0,2.84,0.9972936206606303,0.0,1498178.0,0.2312215237441746,2025509.0,9.2725,230.01916666666662,288.8141666666665,60182.333333333336,45.935,4177.333333333333,59.14333333333334,112188.0,1532923.0,177913.66666666666,2.276666666666667,0.08083333333333333,9.983333333333333,0.25000000000000006,7.552499999999998,0.9183333333333333,1085129.6666666667,762077.3333333334,2.4408333333333334,36.55916666666666,12.3125,21.063333333333333,12.993333333333334,0.9312948864739136,0.0005255098433312418,9.108333333333334,0.973956012484881,0.0001643974483013164,932356.0,0.2293390323353617,1085837.3333333333,62.85499999999999,64982.7125,13173.585,13498.0,78156.2975,579.0213179730331,Extremely Critical (>=30%),0.975965698622018,Alert (0.5-1%),0.0240797
201209,Ginbot 2012,201209,yY9BLUUegel,Addis Ababa City Administration,1056254,244.79,322.89,1703.0,37.2775,712.0,49.63,10526.0,2012,Ginbot,2020,Addis Ababa,9,Belg,19872.0,11335.0,0.085,0.0,0.065,0.1825,0.0,0.0,33013.0,10063.0,3.9725,0.2475,0.23,0.0,4.6825,0.9737221689269198,5.235602094240839e-05,8.305,0.9997265230488932,0.0,10876.0,0.22664582567120264,33042.0,37.61,299.13249999999994,379.10749999999985,33922.0,27.530833333333334,2553.0,34.54,61910.0,825132.6666666666,102998.0,0.0950000000000003,0.023333333333333334,0.36833333333333335,0.10416666666666667,0.7733333333333322,0.02,692748.0,474097.0,2.8225000000000002,0.2658333333333333,0.1691666666666667,0.0,5.265833333333333,0.9688592443902343,0.0004202086734598134,7.0,0.9915751783890348,0.0,505733.0,0.2310754884791589,693049.6666666666,31.960833333333323,35464.255000000005,8336.146666666667,13498.0,43800.40166666667,324.4954931594805,Extremely Critical (>=30%),0.6175838395811726,Alert (0.5-1%),0.0240797
201209,Ginbot 2012,201209,UFtGyqJMEZh,Afar Region,1056255,1230.065,921.64,843.0,370.3375,50.0,72.9225,1230.0,2012,Ginbot,2020,Afar,9,Belg,3635.0,2531.0,63.8025,6.355,101.925,5.545,63.16,7.83,4205.0,3026.0,6.38,121.045,87.95,95.37,113.23,0.7978290906268982,0.002087619268734974,13.91,0.8990273960738733,0.002609292225406612,10407.0,0.49120784087633323,4331.0,266.055,732.0802777777777,559.9308333333333,938.0,161.005,70.33333333333333,63.223333333333336,1172.6666666666667,3279.6666666666665,2579.6666666666665,29.925,3.6400000000000006,55.28916666666667,2.5508333333333333,40.02916666666667,4.956666666666667,11218.666666666666,3100.6666666666665,3.5508333333333333,78.90333333333334,50.04749999999999,62.98666666666667,55.001666666666665,0.8199703805793587,0.0024218846841856587,13.303333333333333,0.9259986983051173,0.0024852813842107403,6964.0,0.43313490659989734,11205.333333333334,135.58583333333334,2914.506666666667,806.3008333333333,4686.742019230769,3720.8075000000003,79.39006424361914,Extremely Critical (>=30%),0.17203866353746325,Minimal (0-0.5%),0.0059333
201209,Ginbot 2012,201209,yb9NKGA8uqt,Amhara Region,1069284,42.085,214.81,22200.0,2.765,1460.0,10.53,31549.0,2012,Ginbot,2020,Amhara,9,Belg,566135.0,53126.0,0.01,0.0,0.0,0.0,0.0,0.0,404776.0,281046.0,0.0,0.0,0.0,0.0,0.24,0.5048189412984816,0.021982142857142853,2.4875,0.9081921959749865,0.0030382527885621535,230827.0,0.2612259397730768,405041.0,3.615,39.91833333333333,169.41250000000002,20627.666666666668,1.5899999999999999,1512.3333333333333,5.319999999999999,32596.666666666668,538152.6666666666,48495.0,0.023333333333333334,0.0,0.0,0.0,0.0,0.0,337528.6666666667,233483.33333333334,0.0,0.0,0.0,0.0,0.12666666666666668,0.5196021779434724,0.025388519880432347,2.0399999999999996,0.9011088985839422,0.00673534761180034,221418.33333333334,0.2524414896495884,337682.3333333333,3.9308333333333336,38916.695,5679.3116666666665,1374.0,44596.00666666667,3245.706453178069,Extremely Critical (>=30%),4.133414604560893,Critical (3-5%),0.017777433333333332
201209,Ginbot 2012,201209,Fccw8uMlJHN,Benishangul Gumuz Regional Health Bureau,6,752.5258333333333,603.3175,1129.0,250.02,50.0,78.0725,1556.0,2012,Ginbot,2020,Benishangul Gumuz,9,Belg,21759.0,3023.0,24.7275,0.145,67.4425,3.2425,40.495,5.025,74840.0,52229.0,1.615,76.4675,62.25,74.775,110.55,0.8370061341016288,0.000815181094731391,11.2875,0.9198689984918222,0.00011166253101736973,20345.0,0.10523470140083559,74819.0,243.71,618.1477777777778,572.7858333333334,868.0,144.94000000000003,43.333333333333336,70.10916666666667,1595.6666666666667,20948.666666666668,2617.6666666666665,23.37333333333333,0.19166666666666665,55.998333333333335,2.3508333333333336,33.625,4.601666666666667,24983.333333333332,17416.0,4.54,60.70416666666667,45.61666666666667,59.836666666666666,56.219166666666666,0.8351255729034678,0.00541287865531159,13.860833333333332,0.9020983343730982,0.0018003475780199374,12059.666666666666,0.08213053663539237,24975.333333333332,165.11166666666668,300.77166666666665,116.45499999999998,16031.058968253968,417.22666666666663,2.6026145090782427,Minimal (0-3%),0.007264336076026782,Minimal (0-0.5%),0.029548500000000002
201209,Ginbot 2012,201209,tDoLtk2ylu4,Central Ethiopian region,1084709,2444.6875,2986.75,6887.0,106.895,264.0,212.79,13655.0,2012,Ginbot,2020,Central Ethiopia,9,Belg,153063.0,20939.0,18.1375,0.2375,54.125,1.53,28.1175,5.27,105774.0,79764.0,4.2975,104.9,53.56,90.365,44.2325,0.8799570310648785,0.0006196346122491016,64.225,0.9499370832119518,1.377841798709839e-05,90281.0,0.11355656228885369,106022.0,174.495,2227.911388888889,2528.315,6083.333333333333,98.33083333333333,281.3333333333333,145.0325,13415.333333333334,149710.66666666666,19768.0,15.415,0.22416666666666665,51.425000000000004,1.5041666666666667,27.9075,5.175,87998.66666666667,64046.666666666664,3.0850000000000004,102.83916666666666,51.76,80.86166666666666,35.57916666666667,0.8775622778142602,0.0009391081209361641,39.82666666666666,0.9517082351157029,4.592805995699463e-06,85443.0,0.11116525005756656,88318.66666666667,166.26500000000001,5440.869166666666,1164.1175,1243.8100092592592,6604.986666666667,531.0285829425196,Extremely Critical (>=30%),0.9359287120492628,Alert (0.5-1%),0.03968783333333333
201209,Ginbot 2012,201209,G9hDiPNoB7d,Dire Dawa City Administration,1056248,630.0383333333334,373.0125,337.0,96.2575,17.0,77.935,772.0,2012,Ginbot,2020,Dire Dawa,9,Belg,2584.0,1178.0,20.96,0.03,52.3675,1.71,32.2775,4.87,5264.0,3238.0,3.09,64.165,38.285,55.285,44.8325,0.8398530614308689,0.004165327714110298,13.9875,0.8665977616914592,0.004000795430586703,1160.0,0.2853448275862069,5264.0,106.8175,534.4961111111112,369.2525,363.3333333333333,85.07583333333334,29.0,73.18166666666667,784.6666666666666,2018.3333333333333,1047.0,18.970833333333335,0.10000000000000002,51.46333333333333,1.6974999999999998,32.079166666666666,4.680000000000001,4120.333333333333,2766.0,3.1766666666666663,65.81333333333333,38.445,54.99333333333333,32.48833333333334,0.8520273505029161,0.00376102973110796,12.8225,0.8875565120936431,0.0023738556069686522,1084.0,0.18700470038706019,4120.333333333333,99.18166666666666,265.24916666666667,123.81333333333333,20847.02566666667,389.0625,1.866273425384088,Minimal (0-3%),0.005939136609367951,Minimal (0-0.5%),0.021927433333333333
201209,Ginbot 2012,201209,moBiwh9h5Ce,Gambella Region,1056252,219.4275,197.0575,75.0,43.2725,86.0,31.4825,434.0,2012,Ginbot,2020,Gambella,9,Belg,431.0,761.0,5.3725,0.12,20.57,0.14,21.115,1.915,59.0,41.0,1.2875,59.315,21.7575,38.185,14.5525,0.8271780358754084,0.0019397590063790048,11.41,0.919782009121706,0.006789910600255427,3554.0,0.15644344400675295,56.0,90.8325,183.84666666666666,196.51916666666668,56.666666666666664,38.43833333333333,38.333333333333336,21.035833333333333,284.6666666666667,748.0,579.0,4.415,0.11666666666666665,19.758333333333336,0.1325,21.206666666666667,2.0033333333333334,48.333333333333336,49.0,1.1658333333333333,55.96583333333333,21.49416666666667,38.538333333333334,13.385833333333332,0.8691163945700722,0.0019057438894732133,16.77,0.9067659011855481,0.0038214509303082654,3580.0,0.15992136794161713,47.333333333333336,59.344166666666666,347.44416666666666,159.38916666666665,20744.068166666664,506.8333333333333,2.4432687419903307,Minimal (0-3%),0.0076836021452526245,Minimal (0-0.5%),0.0456734
201209,Ginbot 2012,201209,b9nYedsL8te,Harari Region,1056249,1075.115,495.555,40.0,192.905,142.0,75.3525,865.0,2012,Ginbot,2020,Harari,9,Belg,2959.0,698.0,23.6975,0.07,51.055,1.605,27.7325,4.275,5045.0,3747.0,2.695,76.57,28.965,59.9,108.48,0.8518960339661638,0.003919192532634786,12.1425,0.8836797176120307,0.0034903463301029225,928.0,0.11637931034482758,5045.0,144.155,697.71,466.4241666666667,75.33333333333333,115.58999999999999,110.0,74.77916666666667,889.6666666666666,2704.6666666666665,717.0,18.5025,0.115,47.718333333333334,1.6141666666666665,28.668333333333333,4.286666666666666,3333.3333333333335,2484.6666666666665,2.3641666666666663,73.96,30.636666666666667,57.60999999999999,49.884166666666665,0.8592699575338948,0.004753217589916613,11.799999999999999,0.8930134003735112,0.0020578844564645782,914.6666666666666,0.1318900398652996,3338.0,116.38333333333334,232.12583333333333,161.61666666666667,18764.2515,393.7425,2.098365074674042,Minimal (0-3%),0.008613008979690273,Minimal (0-0.5%),0.03580076666666667
201209,Ginbot 2012,201209,XU2wpLlX4Vk,Oromia Region,1056258,47.24,112.705,42569.0,2.07,1411.0,12.04,62597.0,2012,Ginbot,2020,Oromia,9,Belg,1062157.0,123515.0,0.135,0.0,0.0,0.0,0.0,0.0,1083203.0,748083.0,0.0,0.0,0.0,0.0,0.2625,0.9786603939371753,0.0,2.265,0.9999296116504854,0.0,744794.0,0.22560869179934318,1084159.0,3.9375,38.045,69.85166666666667,38115.333333333336,1.2466666666666666,1365.0,4.18,61971.666666666664,983245.6666666666,112364.33333333333,0.055,0.0,0.0,0.0,0.0,0.0,805424.0,536928.3333333334,0.008333333333333333,0.014166666666666668,0.0,0.0,0.13083333333333333,0.9432884527080101,9.522779477354429e-06,0.755,0.9920257164226758,0.00012358965993753876,693982.6666666666,0.2258891448804435,791783.0,2.5825,40702.78083333333,8162.930833333333,12124.0,48865.71166666666,403.0494198834268,Extremely Critical (>=30%),0.6732869377543165,Alert (0.5-1%),0.04119103333333333
201209,Ginbot 2012,201209,xNUoZIrGKxQ,Sidama Region,1063606,314.3233333333334,265.44,4443.0,111.9625,167.0,109.325,8891.0,2012,Ginbot,2020,Sidama,9,Belg,113184.0,15832.0,13.2375,0.13,46.4875,1.66,29.84,5.01,66451.0,50105.0,0.7475,98.1975,44.8975,69.165,47.695,0.8383207191621824,0.0008377539922963985,18.9025,0.9264283212715086,0.000133133277125797,66002.0,0.10166358595194085,66618.0,136.7575,365.6280555555556,312.1566666666667,3548.0,79.90666666666667,176.0,70.26583333333333,8756.0,110574.66666666667,14585.333333333334,9.515833333333333,0.10166666666666667,31.291666666666668,1.0725,21.118333333333332,3.2883333333333336,60253.333333333336,68071.33333333333,0.5666666666666668,65.4225,33.232499999999995,45.415,32.142500000000005,0.8364209649914717,0.0009036444972999884,11.201666666666668,0.9472220116688806,0.00010851473139146506,64489.333333333336,0.09742562446986647,60245.666666666664,97.48666666666666,5250.99,1048.3133333333333,1426.7628055555556,6299.303333333333,441.5102011914657,Extremely Critical (>=30%),0.7347495527998006,Alert (0.5-1%),0.047001433333333335
201209,Ginbot 2012,201209,PCKGSJoNHXi,Somali Region,1056250,776.7433333333335,593.53,4352.0,31.4025,330.0,78.05,4282.0,2012,Ginbot,2020,Somali,9,Belg,5628.0,7610.0,1.8625,2.0,3.4975,0.13,4.6925,0.14,12606.0,12036.0,1.4925,2.6575,4.0575,3.04,10.38,0.8322230210955917,0.0024611174235761608,12.405,0.9753096394469779,0.0017990258845060883,54018.0,0.42508052871265134,12706.0,61.61,650.6672222222222,542.0308333333334,4697.0,26.189999999999998,342.3333333333333,70.26083333333334,4441.666666666667,5541.666666666667,8687.333333333334,1.7016666666666669,0.7949999999999999,2.6266666666666665,0.18583333333333332,4.376666666666666,0.04666666666666667,33143.333333333336,21706.333333333332,1.3025,2.396666666666667,6.075,1.5050000000000001,8.4125,0.8591055223719509,0.0017076344352904272,10.190833333333332,0.9678178915862615,0.002334750355535304,49628.333333333336,0.37331259275935835,33418.333333333336,46.284166666666664,3331.5808333333334,1033.6258333333333,2917.392139601139,4365.206666666667,149.6270113096099,Extremely Critical (>=30%),0.3542978742222322,Minimal (0-0.5%),0.022688666666666666
201209,Ginbot 2012,201209,a2QIIR2UXcd,South Ethiopia Region,1084722,109.0075,165.04,4880.0,3.225,885.0,18.8175,14335.0,2012,Ginbot,2020,South Ethiopia,9,Belg,217065.0,27203.0,0.06,0.0525,0.0,0.0,0.0,0.0,92691.0,72816.0,0.1775,0.0025,0.0,0.0,0.58,0.9086142943761368,1.0660980810234541e-05,5.2475,0.9929789164261478,9.28014637692057e-05,149898.0,0.2420579327275881,92245.0,4.6975,399.6383333333333,413.55500000000006,4099.666666666667,11.608333333333334,471.0,17.504166666666666,13712.333333333334,208506.33333333334,24395.0,0.31083333333333335,0.105,0.915,0.008333333333333333,0.5766666666666667,0.0,85078.0,62573.666666666664,0.16416666666666668,0.6833333333333332,0.0025,0.0,2.6091666666666664,0.9464537519061779,1.0660980810234541e-05,5.790833333333333,0.9956846414301636,3.0933821256401904e-05,141170.33333333334,0.23542944780903682,84721.66666666667,12.034166666666666,9152.756666666668,1871.305,1311.965138888889,11024.061666666668,840.2709294549558,Extremely Critical (>=30%),1.426337441850642,Serious (1-3%),0.044674233333333334
201209,Ginbot 2012,201209,HIlnt7Qj8do,South West Ethiopia Region,1065977,57.95666666666667,59.2075,2070.0,0.3825,49.0,0.1575,3199.0,2012,Ginbot,2020,South West Ethiopia,9,Belg,64424.0,6882.0,0.705,0.0,0.965,0.0,3.9725,0.0,33740.0,18071.0,0.0,1.62,4.7925,0.7325,0.0,0.8884447636291187,0.0019486779825628779,0.0,0.9869086244695624,0.00019979273130930818,17137.0,0.09645795646846006,33574.0,0.12,130.93722222222223,121.71583333333332,1827.0,6.319166666666667,52.666666666666664,4.200833333333334,3303.6666666666665,59912.333333333336,6711.0,0.6733333333333333,0.06999999999999999,1.22,0.005,3.34,0.09999999999999999,23956.666666666668,14373.0,0.02666666666666667,1.24,7.863333333333333,0.7308333333333333,2.5124999999999997,0.8923781453512301,0.001787212632508874,8.955833333333333,0.981706380634436,0.0001403688815628778,15662.0,0.09077010791871264,23863.333333333332,10.2475,2174.0958333333333,553.2425000000001,0.0,2727.338333333333,32.660544031288076,Extremely Critical (>=30%),0.08143423457689444,Extremely Critical (>=5%),0.048929
201209,Ginbot 2012,201209,Gmw0DJLXGtx,Tigray Region,1056251,144.59333333333333,169.21,7228.0,1378.0475,563.0,1829.96,10588.0,2012,Ginbot,2020,Tigray,9,Belg,204797.0,14838.0,32.5425,2.255,93.97,5.985,75.27,5.715,103317.0,72046.0,152.06,150.215,85.625,156.935,427.88,0.8549435731165056,0.0017467701494493467,304.5925,0.9292554196469464,0.0026616480477793564,97951.0,0.3012424579636757,102587.0,1563.8,263.1361111111111,291.29083333333335,7164.666666666667,742.5749999999999,575.3333333333334,667.7166666666667,11265.333333333334,195360.66666666666,14279.666666666666,20.254166666666666,0.7799999999999999,58.9575,3.4758333333333336,46.31999999999999,3.61,85774.33333333333,57546.0,95.72416666666668,95.93333333333332,51.975,93.35166666666667,232.135,0.8546149410482956,0.0013303591178095585,113.09249999999999,0.9536920340848977,0.0012942725361767013,90563.0,0.2962680689706067,85700.0,670.2425,7448.9175,1404.7541666666666,1277.8673148148146,8853.671666666665,692.8474939473444,Extremely Critical (>=30%),1.0992957957221405,Serious (1-3%),0.008871966666666667
